iter	MultiClass
163	0.7574922503
164	0.7565914405
165	0.7556852842
166	0.7551559615
167	0.7542094568
168	0.7538720058
169	0.7535172423
170	0.7529993392
171	0.7519049466
172	0.7512379531
173	0.7504537578
174	0.7500376668
175	0.7492923829
176	0.7482114505
177	0.7473863542
178	0.7467462991
179	0.7459642818
180	0.7452954332
181	0.7446380977
182	0.7440443318
183	0.7434699281
184	0.7428520556
185	0.7423549672
186	0.7418259155
187	0.7413155602
188	0.7400309969
189	0.7396586646
190	0.7388895693
191	0.7387046887
192	0.7381465579
193	0.7374638923
194	0.7366954414
195	0.7359085435
196	0.735428063
197	0.7343510231
198	0.7338736357
199	0.7335041135
200	0.7326402155
201	0.7317361649
202	0.7311954486
203	0.7302818055
204	0.7295985777
205	0.7289230744
206	0.728431899
207	0.7278976972
208	0.7270952969
209	0.7265671732
210	0.7260132363
211	0.7253298515
212	0.7247895266
213	0.7241678411
214	0.7234950574
215	0.7226766174
216	0.721913119
217	0.7213084261
218	0.7206325779
219	0.7202674713
220	0.719842365
221	0.7195250806
222	0.7192042198
223	0.7185022688
224	0.7177737564
225	0.7174130053
226	0.7167085921
227	0.7162482351
228	0.7154531863
229	0.7146245244
230	0.7143732172
231	0.7135467138
232	0.7128398562
233	0.7122229228
234	0.7113211207
235	0.710962425
236	0.710345702
237	0.709793474
238	0.7092104905
239	0.7083152358
240	0.7078418496
241	0.7075060562
242	0.7070947794
243	0.7065188451
244	0.705437946
245	0.7043935005
246	0.7038012275
247	0.7034030966
248	0.7029173913
249	0.7020710062
250	0.7014341667
251	0.7010699098
252	0.7007425596
253	0.7004006624
254	0.6997614942
255	0.6987656807
256	0.69784676
257	0.6970012911
258	0.6965710094
259	0.6963357215
260	0.6958920145
261	0.6952359526
262	0.694390309
263	0.6938180583
264	0.6933242152
265	0.6928563224
266	0.6922599707
267	0.6919570975
268	0.6916179903
269	0.6911722947
270	0.6908018292
271	0.6901227857
272	0.6895895438
273	0.6889893976
274	0.6881652335
275	0.6876698885
276	0.6873050812
277	0.6866686461
278	0.6863455871
279	0.6860382131
280	0.6853939556
281	0.6850005111
282	0.6845739251
283	0.6841521983
284	0.6838126184
285	0.6832473383
286	0.6826538344
287	0.682246278
288	0.6818313168
289	0.6813208387
290	0.6809203203
291	0.6802526548
292	0.6798798274
293	0.6793378294
294	0.6790000437
295	0.6785479499
296	0.6777674788
297	0.6770545861
298	0.6766610056
299	0.6762436153
300	0.6757548789
301	0.6750098893
302	0.6746974998
303	0.6740540037
304	0.6737072849
305	0.6734140535
306	0.6729826843
307	0.6725755894
308	0.672031518
309	0.6717539024
310	0.6709306971
311	0.6704261128
312	0.6700639032
313	0.6694446007
314	0.668828944
315	0.6683833392
316	0.6680460791
317	0.6673681476
318	0.6670113636
319	0.6664771087
320	0.6659943061
321	0.6655519319
322	0.6651657985
323	0.6647032763
324	0.6643428214
325	0.6639485234
326	0.6633599211
327	0.6626366923
328	0.6622052914
329	0.6615282256
330	0.660882069
331	0.6605134048
332	0.6600319818
333	0.6597788794
334	0.6593458369
335	0.6587299115
336	0.6580646702
337	0.6576295026
338	0.6567874828
339	0.6564466916
340	0.6562518019
341	0.6559590214
342	0.6555084661
343	0.6549871567
344	0.6546220233
345	0.6540469461
346	0.65345444
347	0.6528775111
348	0.6524114678
349	0.6518776431
350	0.6517284503
351	0.6512635246
352	0.6508538633
353	0.6504071315
354	0.6501286195
355	0.6495286772
356	0.6492262191
357	0.6487751322
358	0.6483290105
359	0.6477553687
360	0.6471335902
361	0.6465335394
362	0.6461821142
363	0.6458189353
364	0.6453221848
365	0.6449754763
366	0.6446317017
367	0.6442146478
368	0.6438037497
369	0.6434785406
370	0.6429675809
371	0.6425220292
372	0.6421652128
373	0.6415219993
374	0.6410650068
375	0.6405451754
376	0.6399622662
377	0.639365502
378	0.6389043788
379	0.6382625002
380	0.6377385343
381	0.6373667787
382	0.6368317085
383	0.6364245284
384	0.6358596441
385	0.6353932657
386	0.6350515085
387	0.6346771316
388	0.6342602633
389	0.6338650532
390	0.6336306177
391	0.6333321085
392	0.6328726713
393	0.6322876802
394	0.6318450375
395	0.6314111354
396	0.6307035058
397	0.6302673673
398	0.629966215
399	0.6295779571
400	0.6290862038
401	0.6286569873
402	0.6283052916
403	0.6277883235
404	0.6275237164
405	0.6270180879
406	0.6266360476
407	0.6262356576
408	0.6259261765
409	0.6253821009
410	0.6251263311
411	0.6245691407
412	0.6240475409
413	0.6236504056
414	0.6233818864
415	0.6229438343
416	0.6225730731
417	0.6221721844
418	0.6217211166
419	0.6214120348
420	0.6211259905
421	0.6208063851
422	0.6204490375
423	0.6199177981
424	0.6193311258
425	0.6190295884
426	0.6184372798
427	0.6179388888
428	0.6172806177
429	0.6169622794
430	0.6165257802
431	0.6161194967
432	0.6156650138
433	0.6151205514
434	0.614535657
435	0.6141342478
436	0.613591207
437	0.6132716903
438	0.6129926757
439	0.6123845006
440	0.6119945073
441	0.6116632255
442	0.6112826759
443	0.6111500073
444	0.6107052614
445	0.610304529
446	0.6098074505
447	0.6093595099
448	0.6089963696
449	0.6085281415
450	0.6080503456
451	0.6076128591
452	0.6072729379
453	0.6069385519
454	0.606370117
455	0.6059524258
456	0.6056306447
457	0.6051223379
458	0.604940272
459	0.6045269661
460	0.6040178845
461	0.6037255318
462	0.603251001
463	0.6030211909
464	0.6025522005
465	0.602166531
466	0.6016023572
467	0.6011536626
468	0.6008028775
469	0.6002725795
470	0.5997009371
471	0.5992989298
472	0.5988359174
473	0.59839724
474	0.5977814514
475	0.5974165058
476	0.5972101919
477	0.596728981
478	0.596510781
479	0.5961940618
480	0.5958001742
481	0.595428976
482	0.5949695582
483	0.5943401244
484	0.5937321985
485	0.5934212602
486	0.5930742909
487	0.5925167337
488	0.5923051928
489	0.591716369
490	0.5912956588
491	0.5907114295
492	0.5904312816
493	0.5899484689
494	0.5897801453
495	0.5891113074
496	0.588718292
497	0.5883881076
498	0.5879450747
499	0.5876647447
500	0.5873398385
501	0.5869532256
502	0.5865731995
503	0.5863635977
504	0.5859264096
505	0.5856099348
506	0.5852184702
507	0.5849394855
508	0.5845926141
509	0.5840546699
510	0.5837333161
511	0.583423059
512	0.5827900516
513	0.5824021865
514	0.5820712815
515	0.5816573541
516	0.5813334582
517	0.5810162641
518	0.5805446368
519	0.5803213125
520	0.5799080065
521	0.5796157375
522	0.5792639472
523	0.5789517868
524	0.5782689891
525	0.5778106477
526	0.5774699369
527	0.5771941472
528	0.5769292363
529	0.5764930807
530	0.576192718
531	0.5758290699
532	0.5752676768
533	0.5748946077
534	0.574693945
535	0.5744677876
536	0.5740518034
537	0.5737621456
538	0.5734437754
539	0.5732072107
540	0.5727781279
541	0.5723940509
542	0.5719277388
543	0.5716542806
544	0.5712731091
545	0.5709082167
546	0.5706915395
547	0.5703405396
548	0.5700859182
549	0.5695594392
550	0.5693175637
551	0.5689940014
552	0.5684197761
553	0.5680188431
554	0.5678361188
555	0.5675502961
556	0.5670981369
557	0.5669374208
558	0.5666018449
559	0.5662067118
560	0.5660491126
561	0.5657000644
562	0.5653092102
563	0.5649058173
564	0.5646573903
565	0.5642199315
566	0.5639813407
567	0.5635661859
568	0.5632321202
569	0.5629162323
570	0.5626287312
571	0.5623606912
572	0.5619151074
573	0.561296253
574	0.5609986321
575	0.560803661
576	0.5605985323
577	0.5602445871
578	0.5598316268
579	0.559409435
580	0.5589745036
581	0.558672481
582	0.5584596153
583	0.5580852248
584	0.5577962748
585	0.5574262073
586	0.557174644
587	0.5566942311
588	0.5561696762
589	0.5559816625
590	0.5557949572
591	0.5553085818
592	0.5551077788
593	0.5547386456
594	0.5544952253
595	0.5541538363
596	0.5539612338
597	0.5535808472
598	0.5533536982
599	0.553011164
600	0.5525710963
601	0.5521790804
602	0.5518790489
603	0.5515846611
604	0.5512092723
605	0.5508239817
606	0.5506406549
607	0.5503099684
608	0.5499317909
609	0.5496435532
610	0.5491133294
611	0.5487517092
612	0.548530529
613	0.5482175918
614	0.5478527379
615	0.547686184
616	0.5473081987
617	0.5469756463
618	0.5465172142
619	0.5460376051
620	0.5458726616
621	0.5454236396
622	0.5450765843
623	0.5448069145
624	0.5444067515
625	0.5440372615
626	0.54365862
627	0.5434114648
628	0.543118491
629	0.5427921123
630	0.5425445815
631	0.5422372291
632	0.5419773856
633	0.5414883955
634	0.5411580819
635	0.5408218253
636	0.5404919203
637	0.540247265
638	0.5397650004
639	0.5395330283
640	0.5391654614
641	0.5387552291
642	0.5385980324
643	0.538288019
644	0.5381222291
645	0.5378150342
646	0.5375906903
647	0.5371467384
648	0.5368147447
649	0.5364984647
650	0.5363147671
651	0.5359242228
652	0.5356751376
653	0.53529975
654	0.5349789065
655	0.5347716515
656	0.5343941693
657	0.533972671
658	0.5336680571
659	0.5334303952
660	0.5329428592
661	0.5325930552
662	0.5324188862
663	0.5321250216
664	0.531768257
665	0.5312058228
666	0.531008921
667	0.5307227683
668	0.5304430525
669	0.5301433691
670	0.5299429591
671	0.5297822854
672	0.5295532504
673	0.5292441967
674	0.5287352318
675	0.5284260985
676	0.5281864406
677	0.5280173302
678	0.5276285709
679	0.5272838936
680	0.5270213421
681	0.5267451506
682	0.5265226271
683	0.526113133
684	0.525810354
685	0.5255087551
686	0.5252210019
687	0.5248568864
688	0.5245344621
689	0.5242500511
690	0.5238904593
691	0.5234854584
692	0.5232716811
693	0.5227608155
694	0.5225448484
695	0.5222668955
696	0.5219346474
697	0.5217352531
698	0.5211386357
699	0.5207986414
700	0.5205479842
701	0.5203705899
702	0.5201221277
703	0.5198720292
704	0.5196165503
705	0.5193162036
706	0.5190146781
707	0.5187047233
708	0.5183783173
709	0.5181354153
710	0.5179299098
711	0.5176257279
712	0.5173368909
713	0.5170752157
714	0.5165489269
715	0.5162392531
716	0.515923025
717	0.5155727717
718	0.5153031048
719	0.5150000097
720	0.5147310528
721	0.5144083179
722	0.5142594353
723	0.5140375407
724	0.5136402734
725	0.5133809027
726	0.5128287771
727	0.5125497773
728	0.5121087086
729	0.5118178129
730	0.5114280013
731	0.5109064971
732	0.5108110244
733	0.5103843025
734	0.5099843827
735	0.5096349318
736	0.5092187024
737	0.5089998914
738	0.5086947577
739	0.5084612454
740	0.5081783621
741	0.5077512761
742	0.5075122936
743	0.5072528905
744	0.5069620027
745	0.5067331239
746	0.5063728426
747	0.5061337222
748	0.5058501131
749	0.5055136609
750	0.5053653924
751	0.5052382512
752	0.5049963969
753	0.5046144331
754	0.5043763343
755	0.5041503045
756	0.5038897891
757	0.5035546349
758	0.5033188223
759	0.5030448434
760	0.5027656496
761	0.502576387
762	0.5022498426
763	0.5019280994
764	0.5016577249
765	0.5014683251
766	0.5012597829
767	0.5010989752
768	0.5009558825
769	0.5006648362
770	0.5004713185
771	0.50004561
772	0.4998640873
773	0.4996337205
774	0.4993755895
775	0.499030635
776	0.4987129958
777	0.4982785501
778	0.498108994
779	0.4977138196
780	0.4975080296
781	0.4972999579
782	0.4969959475
783	0.4967920521
784	0.4967209699
785	0.4965053987
786	0.496306391
787	0.4961148834
788	0.4957735354
789	0.4953947688
790	0.495211059
791	0.4949067646
792	0.4946699332
793	0.4944913948
794	0.4942640216
795	0.4939638182
796	0.4935744931
797	0.4933402924
798	0.4930673643
799	0.4927408388
800	0.4924483846
801	0.4922130877
802	0.4919122358
803	0.4914965891
804	0.4912214421
805	0.4909233152
806	0.4905956369
807	0.4902311132
808	0.4897983966
809	0.4896020483
810	0.489382663
811	0.4891769702
812	0.4889605663
813	0.4886867345
814	0.4883311379
815	0.4880882778
816	0.4878929318
817	0.4876781915
818	0.4872292515
819	0.4869671648
820	0.4867606994
821	0.486432348
822	0.4861603389
823	0.4859677961
824	0.4857104939
825	0.4854155042
826	0.4851882177
827	0.4849012489
828	0.4846742613
829	0.4844487085
830	0.4843308971
831	0.4840244374
832	0.48374372
833	0.4834646616
834	0.4831594717
835	0.4828810527
836	0.4825502057
837	0.4823889823
838	0.4821038893
839	0.4819106057
840	0.4816181039
841	0.4813243863
842	0.4809856784
843	0.4807367325
844	0.4805444914
845	0.4803708688
846	0.4803122244
847	0.4800335346
848	0.4796008067
849	0.4793759779
850	0.4792187124
851	0.4789438323
852	0.4785795332
853	0.4784023341
854	0.4782277544
855	0.4779014431
856	0.4774894122
857	0.4772643813
858	0.4768943279
859	0.476701609
860	0.4765269627
861	0.4760412506
862	0.4756999753
863	0.4754081858
864	0.4752407785
865	0.4750267543
866	0.4748300686
867	0.4746326567
868	0.4742912032
869	0.4740339921
870	0.473819498
871	0.4736087509
872	0.4733449397
873	0.4730659159
874	0.4728845193
875	0.472566676
876	0.4723266185
877	0.4721243
878	0.4717533553
879	0.4715424924
880	0.4710955869
881	0.4709188725
882	0.4705338201
883	0.4701693249
884	0.4699461954
885	0.4696109725
886	0.4693327603
887	0.4690468252
888	0.4688492331
889	0.4685228292
890	0.468177961
891	0.4679508847
892	0.4677339941
893	0.4674985058
894	0.4673076613
895	0.4671393805
896	0.4669046303
897	0.4666617133
898	0.4664254806
899	0.4662856614
900	0.4660860912
901	0.4658957804
902	0.4658066901
903	0.4655537621
904	0.4653864605
905	0.4651737132
906	0.464805275
907	0.4645290407
908	0.4642508918
909	0.4640840376
910	0.4638544088
911	0.4634607546
912	0.4632486211
913	0.4630868151
914	0.4628705753
915	0.4625396165
916	0.4622711363
917	0.4620131344
918	0.4618140831
919	0.4615845804
920	0.4612999049
921	0.4611023805
922	0.4608924594
923	0.4606915153
924	0.4604406291
925	0.460038184
926	0.4597815856
927	0.4595824472
928	0.4595198345
929	0.4592835177
930	0.4590146225
931	0.4587561425
932	0.4586201391
933	0.4584350566
934	0.458189781
935	0.4578282141
936	0.4576178154
937	0.4573672976
938	0.4571174921
939	0.4570060329
940	0.4568358057
941	0.4566022338
942	0.4563893953
943	0.4560558151
944	0.4559091326
945	0.4557690886
946	0.4555764015
947	0.455300731
948	0.4550953163
949	0.4548100424
950	0.454636509
951	0.4543181707
952	0.4539698672
953	0.4538352406
954	0.4536403193
955	0.4532906308
956	0.4531434282
957	0.4529777499
958	0.452724577
959	0.4525530135
960	0.4523823544
961	0.4521657012
962	0.4518400792
963	0.451636272
964	0.4514190175
965	0.4512352624
966	0.451042014
967	0.4508803965
968	0.4507649312
969	0.4505579788
970	0.4504081992
971	0.4500429827
972	0.4498624558
973	0.4497536134
974	0.4495458955
975	0.4493813016
976	0.4491055245
977	0.4489512876
978	0.448588616
979	0.4483261157
980	0.4481480082
981	0.4479176885
982	0.4476715131
983	0.4474877443
984	0.4473872063
985	0.4471600725
986	0.4468621472
987	0.446697068
988	0.4465667944
989	0.4463228761
990	0.4460414811
991	0.4457916887
992	0.4455680212
993	0.445331761
994	0.4450237296
995	0.4447907499
996	0.4445796253
997	0.4443902715
998	0.4441814874
999	0.4439857522
