iter	MultiClass
427	1.421031375
428	1.420827205
429	1.420559546
430	1.420368449
431	1.420116627
432	1.419835992
433	1.419618105
434	1.419397929
435	1.419282709
436	1.419049774
437	1.418815891
438	1.418675903
439	1.418344677
440	1.418074414
441	1.417888994
442	1.41760437
443	1.417397198
444	1.417046928
445	1.416809621
446	1.416563474
447	1.416418204
448	1.41630901
449	1.416103898
450	1.41596475
451	1.415666991
452	1.415432091
453	1.415250288
454	1.415092724
455	1.41490148
456	1.414711215
457	1.414594406
458	1.414381416
459	1.414235555
460	1.414008109
461	1.413721766
462	1.413476213
463	1.413337388
464	1.413015443
465	1.412773864
466	1.412613595
467	1.412368929
468	1.412218148
469	1.411927049
470	1.411809425
471	1.41151924
472	1.41121753
473	1.410923895
474	1.410667381
475	1.410473647
476	1.410296781
477	1.410120778
478	1.409810239
479	1.40962679
480	1.40938928
481	1.409170955
482	1.409044636
483	1.408727918
484	1.408482488
485	1.408269163
486	1.408095326
487	1.407830669
488	1.407709014
489	1.407514556
490	1.407274692
491	1.407091576
492	1.406803309
493	1.40655177
494	1.406487668
495	1.406436506
496	1.406250081
497	1.406101604
498	1.405920789
499	1.405563697
500	1.405375218
501	1.405103789
502	1.404795487
503	1.404621064
504	1.404472923
505	1.404207033
506	1.403868639
507	1.40377126
508	1.403608163
509	1.403350284
510	1.403116396
511	1.402836916
512	1.402674398
513	1.402437686
514	1.402199934
515	1.401980051
516	1.401814218
517	1.401524638
518	1.401389973
519	1.401132468
520	1.400878312
521	1.400660777
522	1.400572117
523	1.40037799
524	1.40015639
525	1.39995389
526	1.39967233
527	1.399432048
528	1.399167367
529	1.399032109
530	1.398789701
531	1.398644257
532	1.398503162
533	1.398284685
534	1.39801916
535	1.39783073
536	1.397714213
537	1.397554943
538	1.397339022
539	1.397006931
540	1.39675286
541	1.396602854
542	1.396317737
543	1.396113686
544	1.395956653
545	1.395700928
546	1.395527565
547	1.395225593
548	1.395043654
549	1.394844086
550	1.394749661
551	1.394602794
552	1.394389596
553	1.394205338
554	1.394077345
555	1.393931076
556	1.393545431
557	1.393478475
558	1.393284286
559	1.393035026
560	1.392854825
561	1.392635011
562	1.392363128
563	1.392066989
564	1.391872206
565	1.391661138
566	1.391540466
567	1.391224282
568	1.390866854
569	1.390727805
570	1.390517744
571	1.390305936
572	1.390000502
573	1.389768426
574	1.389544537
575	1.389444866
576	1.389227613
577	1.38904563
578	1.388828032
579	1.388575245
580	1.388443377
581	1.388201531
582	1.388055251
583	1.387879507
584	1.387607481
585	1.387426498
586	1.387163854
587	1.386914353
588	1.386803483
589	1.386588611
590	1.386481069
591	1.386228659
592	1.386129655
593	1.385898774
594	1.385767734
595	1.385575359
596	1.385232134
597	1.384949466
598	1.384720153
599	1.384628389
600	1.384446004
601	1.384257931
602	1.383942828
603	1.383750705
604	1.383589237
605	1.383432499
606	1.383202168
607	1.382944923
608	1.382741631
609	1.382495355
610	1.382258724
611	1.382062529
612	1.381849469
613	1.381601686
614	1.381246489
615	1.381038307
616	1.380911275
617	1.380685528
618	1.380476156
619	1.380305938
620	1.380130707
621	1.379801459
622	1.379501779
623	1.3792795
624	1.379184153
625	1.378852216
626	1.37859438
627	1.378471093
628	1.378224944
629	1.377990286
630	1.377705893
631	1.377477217
632	1.377309796
633	1.377102697
634	1.376955342
635	1.376721999
636	1.376560859
637	1.376330038
638	1.376171547
639	1.3759412
640	1.375660321
641	1.375535558
642	1.375310357
643	1.374917677
644	1.37470993
645	1.374502507
646	1.374167813
647	1.373970047
648	1.373738569
649	1.373678151
650	1.373520749
651	1.373382315
652	1.373105488
653	1.372847511
654	1.37258255
655	1.372407608
656	1.372152897
657	1.372067733
658	1.371916898
659	1.371682371
660	1.371536382
661	1.371368418
662	1.37130197
663	1.371145273
664	1.370948026
665	1.370898229
666	1.370726884
667	1.370330554
668	1.370174411
669	1.370052874
670	1.369840579
671	1.369569814
672	1.369269447
673	1.369042319
674	1.368940905
675	1.36877258
676	1.368491422
677	1.368277136
678	1.368043327
679	1.367882009
680	1.367698579
681	1.367402499
682	1.367222868
683	1.367094126
684	1.366812405
685	1.366623258
686	1.366480761
687	1.366273173
688	1.3659242
689	1.365711557
690	1.365545612
691	1.365261239
692	1.365040106
693	1.364860202
694	1.364701483
695	1.364638296
696	1.364352021
697	1.364051016
698	1.363893703
699	1.36366198
700	1.363495812
701	1.36335357
702	1.363107465
703	1.362940767
704	1.362783367
705	1.362695113
706	1.362486046
707	1.36231911
708	1.362139122
709	1.36191959
710	1.361697498
711	1.361540448
712	1.361396158
713	1.361162136
714	1.360988799
715	1.36070298
716	1.360506802
717	1.360245741
718	1.360094376
719	1.359960868
720	1.359794773
721	1.359700496
722	1.359486711
723	1.359239475
724	1.3590471
725	1.358928909
726	1.358792355
727	1.358569942
728	1.35836076
729	1.35807872
730	1.357898132
731	1.357704665
732	1.357496163
733	1.357209988
734	1.35701819
735	1.356798729
736	1.356623031
737	1.356447666
738	1.356226658
739	1.356024971
740	1.355901919
741	1.355699933
742	1.355535719
743	1.355344981
744	1.355154074
745	1.355080867
746	1.354776353
747	1.354587793
748	1.354494375
749	1.354289019
750	1.354097227
751	1.353820141
752	1.353492537
753	1.353329252
754	1.353105808
755	1.352866928
756	1.352654078
757	1.35249512
758	1.352244786
759	1.352078156
760	1.351894545
761	1.351612014
762	1.35146822
763	1.351211117
764	1.350997599
765	1.350849549
766	1.350615072
767	1.350464303
768	1.350273686
769	1.350066801
770	1.349935759
771	1.349664968
772	1.349545265
773	1.349450899
774	1.349262326
775	1.349075876
776	1.348895357
777	1.348581749
778	1.34832857
779	1.348140776
780	1.347907461
781	1.347685833
782	1.347508412
783	1.347345042
784	1.347220502
785	1.34704124
786	1.346875511
787	1.346661233
788	1.346430053
789	1.346260508
790	1.346048406
791	1.345858226
792	1.345686241
793	1.345428549
794	1.345265067
795	1.345091865
796	1.344884014
797	1.344722799
798	1.344564519
799	1.344272625
800	1.344062779
801	1.343935928
802	1.343733844
803	1.343558611
804	1.343381543
805	1.343199318
806	1.343007912
807	1.342794903
808	1.342574653
809	1.342324967
810	1.342228081
811	1.342018099
812	1.341635793
813	1.341432683
814	1.341267526
815	1.341166899
816	1.341032469
817	1.340835398
818	1.340647581
819	1.34048872
820	1.340312286
821	1.340178494
822	1.340017061
823	1.339784924
824	1.3396448
825	1.339408544
826	1.339220196
827	1.33907188
828	1.338826244
829	1.33869157
830	1.338492411
831	1.338304803
832	1.338110147
833	1.33785947
834	1.337650263
835	1.337489747
836	1.337241443
837	1.33704642
838	1.336817315
839	1.336578627
840	1.336357674
841	1.336179228
842	1.335996639
843	1.335885925
844	1.335697379
845	1.335507997
846	1.335284414
847	1.335146646
848	1.334925074
849	1.334792088
850	1.334673296
851	1.334375291
852	1.334165708
853	1.333885187
854	1.333722037
855	1.333472628
856	1.333386158
857	1.333211471
858	1.332969442
859	1.332715515
860	1.332564176
861	1.332453133
862	1.332286456
863	1.332094881
864	1.33182457
865	1.331637717
866	1.331491103
867	1.331323712
868	1.331082336
869	1.33084298
870	1.330637309
871	1.330426316
872	1.330237329
873	1.330089349
874	1.329854742
875	1.329643404
876	1.329448755
877	1.329144206
878	1.329054078
879	1.32890071
880	1.328601788
881	1.328253575
882	1.328070184
883	1.327868026
884	1.327801756
885	1.32759317
886	1.327372885
887	1.327155247
888	1.326992335
889	1.326750625
890	1.326541312
891	1.32630916
892	1.326166736
893	1.325943134
894	1.325819423
895	1.325635145
896	1.325475061
897	1.325209652
898	1.325125063
899	1.324949446
900	1.324795904
901	1.324611171
902	1.324373332
903	1.324219818
904	1.324012178
905	1.323867001
906	1.323610145
907	1.32337192
908	1.323184973
909	1.322902226
910	1.322707436
911	1.322514372
912	1.32229364
913	1.322168802
914	1.322023511
915	1.321855791
916	1.321695781
917	1.321555418
918	1.3212816
919	1.321073381
920	1.320871694
921	1.320716782
922	1.320507365
923	1.320375516
924	1.320195972
925	1.319967887
926	1.319734008
927	1.319554874
928	1.319380067
929	1.319229536
930	1.31903752
931	1.318842802
932	1.318686677
933	1.318589971
934	1.318433015
935	1.318150697
936	1.317960323
937	1.317792222
938	1.317621875
939	1.317411805
940	1.317148736
941	1.316937459
942	1.316807249
943	1.316641922
944	1.316396169
945	1.316257182
946	1.316130831
947	1.315917119
948	1.315736853
949	1.315444319
950	1.315262352
951	1.315124226
952	1.314948287
953	1.314779692
954	1.314618459
955	1.314471483
956	1.314244495
957	1.314141223
958	1.31393772
959	1.313840866
960	1.313754907
961	1.313584322
962	1.313425454
963	1.313224069
964	1.313070447
965	1.312883546
966	1.312635673
967	1.312464636
968	1.312247432
969	1.312054578
970	1.3118981
971	1.311698348
972	1.311526162
973	1.311294521
974	1.311045566
975	1.310822349
976	1.31070445
977	1.31052388
978	1.310345743
979	1.31020552
980	1.310041241
981	1.309891161
982	1.309595071
983	1.309476959
984	1.309351797
985	1.309178498
986	1.309004006
987	1.308792699
988	1.308619555
989	1.30842457
990	1.308205824
991	1.308018968
992	1.307693543
993	1.307518594
994	1.307316306
995	1.307140433
996	1.30693805
997	1.3068421
998	1.306607181
999	1.306375064
